Geographic Unit,Geographic ID,Geographic Name,State Median Income Bracket,Age Group,Childcare Subsidized ,Private Care Estimate,Estimated Children Receiving Childcare,Estimate of Unserved,Percent Need Met
ZIP Code,99033,99033,>60% and <=75% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99033,99033,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99033,99033,>85% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99033,99033,<=60% of SMI,Preschool,,1,,12,
ZIP Code,99033,99033,>60% and <=75% of SMI,Preschool,0,0,0,2,0.0
ZIP Code,99033,99033,>75% and <=85% of SMI,Preschool,0,0,0,4,0.0
ZIP Code,99033,99033,>85% of SMI,Preschool,0,0,0,2,0.0
ZIP Code,99033,99033,<=60% of SMI,School Age,0,3,3,57,5.0
ZIP Code,99033,99033,>60% and <=75% of SMI,School Age,0,0,0,9,0.0
ZIP Code,99033,99033,>75% and <=85% of SMI,School Age,0,1,1,10,9.1
ZIP Code,99033,99033,>85% of SMI,School Age,0,1,1,9,10.0
ZIP Code,99033,99033,<=60% of SMI,Toddler,,1,,9,
ZIP Code,99033,99033,>60% and <=75% of SMI,Toddler,0,0,0,3,0.0
ZIP Code,99033,99033,>75% and <=85% of SMI,Toddler,0,0,0,1,0.0
ZIP Code,99033,99033,>85% of SMI,Toddler,0,0,0,6,0.0
ZIP Code,99034,99034,<=60% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99034,99034,>60% and <=75% of SMI,Infant,0,0,0,0,
ZIP Code,99034,99034,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99034,99034,>85% of SMI,Infant,0,0,0,0,
ZIP Code,99034,99034,<=60% of SMI,Preschool,,0,,3,
ZIP Code,99034,99034,>60% and <=75% of SMI,Preschool,0,0,0,0,
ZIP Code,99034,99034,>75% and <=85% of SMI,Preschool,0,0,0,0,
ZIP Code,99034,99034,>85% of SMI,Preschool,0,0,0,0,
ZIP Code,99034,99034,<=60% of SMI,School Age,0,0,0,11,0.0
ZIP Code,99034,99034,>60% and <=75% of SMI,School Age,0,0,0,1,0.0
ZIP Code,99034,99034,>75% and <=85% of SMI,School Age,0,0,0,0,
ZIP Code,99034,99034,>85% of SMI,School Age,0,0,0,2,0.0
ZIP Code,99034,99034,<=60% of SMI,Toddler,0,0,0,3,0.0
ZIP Code,99034,99034,>60% and <=75% of SMI,Toddler,0,0,0,0,
ZIP Code,99034,99034,>75% and <=85% of SMI,Toddler,0,0,0,0,
ZIP Code,99034,99034,>85% of SMI,Toddler,0,0,0,2,0.0
ZIP Code,99036,99036,<=60% of SMI,Infant,0,0,0,4,0.0
ZIP Code,99036,99036,>60% and <=75% of SMI,Infant,0,0,0,2,0.0
ZIP Code,99036,99036,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99036,99036,>85% of SMI,Infant,0,0,0,8,0.0
ZIP Code,99036,99036,<=60% of SMI,Preschool,0,0,0,12,0.0
ZIP Code,99036,99036,>60% and <=75% of SMI,Preschool,0,0,0,5,0.0
ZIP Code,99036,99036,>75% and <=85% of SMI,Preschool,0,0,0,2,0.0
ZIP Code,99036,99036,>85% of SMI,Preschool,0,0,0,18,0.0
ZIP Code,99036,99036,<=60% of SMI,School Age,0,0,0,65,0.0
ZIP Code,99036,99036,>60% and <=75% of SMI,School Age,0,0,0,11,0.0
ZIP Code,99036,99036,>75% and <=85% of SMI,School Age,0,0,0,2,0.0
ZIP Code,99036,99036,>85% of SMI,School Age,0,0,0,47,0.0
ZIP Code,99036,99036,<=60% of SMI,Toddler,0,0,0,9,0.0
ZIP Code,99036,99036,>60% and <=75% of SMI,Toddler,0,0,0,6,0.0
ZIP Code,99036,99036,>75% and <=85% of SMI,Toddler,0,0,0,2,0.0
ZIP Code,99036,99036,>85% of SMI,Toddler,0,0,0,9,0.0
ZIP Code,99037,99037,<=60% of SMI,Infant,9,4,13,79,14.1
ZIP Code,99037,99037,>60% and <=75% of SMI,Infant,0,0,0,30,0.0
ZIP Code,99037,99037,>75% and <=85% of SMI,Infant,0,0,0,11,0.0
ZIP Code,99037,99037,>85% of SMI,Infant,0,11,11,58,15.9
ZIP Code,99037,99037,<=60% of SMI,Preschool,131,8,139,131,51.5
ZIP Code,99037,99037,>60% and <=75% of SMI,Preschool,,6,,62,
ZIP Code,99037,99037,>75% and <=85% of SMI,Preschool,,5,,27,
ZIP Code,99037,99037,>85% of SMI,Preschool,9,30,39,127,23.5
ZIP Code,99037,99037,<=60% of SMI,School Age,42,6,48,545,8.1
ZIP Code,99037,99037,>60% and <=75% of SMI,School Age,0,2,2,121,1.6
ZIP Code,99037,99037,>75% and <=85% of SMI,School Age,0,1,1,68,1.4
ZIP Code,99037,99037,>85% of SMI,School Age,0,32,32,793,3.9
ZIP Code,99037,99037,<=60% of SMI,Toddler,27,11,38,146,20.7
ZIP Code,99037,99037,>60% and <=75% of SMI,Toddler,0,3,3,45,6.2
ZIP Code,99037,99037,>75% and <=85% of SMI,Toddler,0,1,1,22,4.3
ZIP Code,99037,99037,>85% of SMI,Toddler,0,17,17,109,13.5
ZIP Code,99039,99039,<=60% of SMI,Infant,0,0,0,2,0.0
ZIP Code,99039,99039,>60% and <=75% of SMI,Infant,0,0,0,0,
ZIP Code,99039,99039,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99039,99039,>85% of SMI,Infant,0,0,0,0,
ZIP Code,99039,99039,<=60% of SMI,Preschool,0,0,0,1,0.0
ZIP Code,99039,99039,>60% and <=75% of SMI,Preschool,0,0,0,0,
ZIP Code,99039,99039,>75% and <=85% of SMI,Preschool,0,0,0,0,
ZIP Code,99039,99039,>85% of SMI,Preschool,0,0,0,2,0.0
ZIP Code,99039,99039,<=60% of SMI,School Age,0,0,0,6,0.0
ZIP Code,99039,99039,>60% and <=75% of SMI,School Age,0,0,0,0,
ZIP Code,99039,99039,>75% and <=85% of SMI,School Age,0,0,0,0,
ZIP Code,99039,99039,>85% of SMI,School Age,0,0,0,3,0.0
ZIP Code,99039,99039,<=60% of SMI,Toddler,0,0,0,2,0.0
ZIP Code,99039,99039,>60% and <=75% of SMI,Toddler,0,0,0,0,
ZIP Code,99039,99039,>75% and <=85% of SMI,Toddler,0,0,0,0,
ZIP Code,99039,99039,>85% of SMI,Toddler,0,0,0,0,
ZIP Code,99040,99040,<=60% of SMI,Infant,0,1,1,6,14.3
ZIP Code,99040,99040,>60% and <=75% of SMI,Infant,0,1,1,1,50.0
ZIP Code,99040,99040,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99040,99040,>85% of SMI,Infant,0,1,1,1,50.0
ZIP Code,99040,99040,<=60% of SMI,Preschool,12,6,18,15,54.5
ZIP Code,99040,99040,>60% and <=75% of SMI,Preschool,0,1,1,1,50.0
ZIP Code,99040,99040,>75% and <=85% of SMI,Preschool,0,1,1,1,50.0
ZIP Code,99040,99040,>85% of SMI,Preschool,0,1,1,3,25.0
ZIP Code,99040,99040,<=60% of SMI,School Age,,3,,52,
ZIP Code,99040,99040,>60% and <=75% of SMI,School Age,0,1,1,6,14.3
ZIP Code,99040,99040,>75% and <=85% of SMI,School Age,0,1,1,6,14.3
ZIP Code,99040,99040,>85% of SMI,School Age,0,0,0,4,0.0
ZIP Code,99040,99040,<=60% of SMI,Toddler,,6,,14,
ZIP Code,99040,99040,>60% and <=75% of SMI,Toddler,0,0,0,0,
ZIP Code,99040,99040,>75% and <=85% of SMI,Toddler,0,1,1,2,33.3
ZIP Code,99040,99040,>85% of SMI,Toddler,0,2,2,2,50.0
ZIP Code,99101,99101,<=60% of SMI,Infant,0,0,0,4,0.0
ZIP Code,99101,99101,>60% and <=75% of SMI,Infant,0,0,0,0,
ZIP Code,99101,99101,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99101,99101,>85% of SMI,Infant,0,0,0,2,0.0
ZIP Code,99101,99101,<=60% of SMI,Preschool,6,0,6,10,37.5
ZIP Code,99101,99101,>60% and <=75% of SMI,Preschool,,0,,0,
ZIP Code,99101,99101,>75% and <=85% of SMI,Preschool,0,0,0,1,0.0
ZIP Code,99101,99101,>85% of SMI,Preschool,,0,,6,
ZIP Code,99101,99101,<=60% of SMI,School Age,0,0,0,57,0.0
ZIP Code,99101,99101,>60% and <=75% of SMI,School Age,0,0,0,6,0.0
ZIP Code,99101,99101,>75% and <=85% of SMI,School Age,0,0,0,2,0.0
ZIP Code,99101,99101,>85% of SMI,School Age,0,0,0,34,0.0
ZIP Code,99101,99101,<=60% of SMI,Toddler,0,0,0,9,0.0
ZIP Code,99101,99101,>60% and <=75% of SMI,Toddler,0,0,0,0,
ZIP Code,99101,99101,>75% and <=85% of SMI,Toddler,0,0,0,0,
ZIP Code,99101,99101,>85% of SMI,Toddler,0,0,0,4,0.0
ZIP Code,99102,99102,<=60% of SMI,Infant,0,0,0,4,0.0
ZIP Code,99102,99102,>60% and <=75% of SMI,Infant,0,0,0,0,
ZIP Code,99102,99102,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99102,99102,>85% of SMI,Infant,0,0,0,4,0.0
ZIP Code,99102,99102,<=60% of SMI,Preschool,,0,,3,
ZIP Code,99102,99102,>60% and <=75% of SMI,Preschool,0,0,0,1,0.0
ZIP Code,99102,99102,>75% and <=85% of SMI,Preschool,0,0,0,2,0.0
ZIP Code,99102,99102,>85% of SMI,Preschool,0,0,0,7,0.0
ZIP Code,99102,99102,<=60% of SMI,School Age,,0,,42,
ZIP Code,99102,99102,>60% and <=75% of SMI,School Age,0,0,0,1,0.0
ZIP Code,99102,99102,>75% and <=85% of SMI,School Age,0,0,0,5,0.0
ZIP Code,99102,99102,>85% of SMI,School Age,0,1,1,28,3.4
ZIP Code,99102,99102,<=60% of SMI,Toddler,,1,,7,
ZIP Code,99102,99102,>60% and <=75% of SMI,Toddler,0,0,0,1,0.0
ZIP Code,99102,99102,>75% and <=85% of SMI,Toddler,0,0,0,1,0.0
ZIP Code,99102,99102,>85% of SMI,Toddler,0,1,1,6,14.3
ZIP Code,99103,99103,<=60% of SMI,Infant,0,0,0,9,0.0
ZIP Code,99103,99103,>60% and <=75% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99103,99103,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99103,99103,>85% of SMI,Infant,0,0,0,0,
ZIP Code,99103,99103,<=60% of SMI,Preschool,,1,,5,
ZIP Code,99103,99103,>60% and <=75% of SMI,Preschool,0,0,0,1,0.0
ZIP Code,99103,99103,>75% and <=85% of SMI,Preschool,0,0,0,3,0.0
ZIP Code,99103,99103,>85% of SMI,Preschool,0,0,0,0,
ZIP Code,99103,99103,<=60% of SMI,School Age,0,0,0,32,0.0
ZIP Code,99103,99103,>60% and <=75% of SMI,School Age,0,0,0,3,0.0
ZIP Code,99103,99103,>75% and <=85% of SMI,School Age,0,0,0,2,0.0
ZIP Code,99103,99103,>85% of SMI,School Age,0,0,0,13,0.0
ZIP Code,99103,99103,<=60% of SMI,Toddler,0,0,0,8,0.0
ZIP Code,99103,99103,>60% and <=75% of SMI,Toddler,0,0,0,4,0.0
ZIP Code,99103,99103,>75% and <=85% of SMI,Toddler,0,0,0,1,0.0
ZIP Code,99103,99103,>85% of SMI,Toddler,0,0,0,0,
ZIP Code,99105,99105,<=60% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99105,99105,>60% and <=75% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99105,99105,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99105,99105,>85% of SMI,Infant,0,0,0,0,
ZIP Code,99105,99105,<=60% of SMI,Preschool,0,0,0,1,0.0
ZIP Code,99105,99105,>60% and <=75% of SMI,Preschool,0,0,0,0,
ZIP Code,99105,99105,>75% and <=85% of SMI,Preschool,0,0,0,0,
ZIP Code,99105,99105,>85% of SMI,Preschool,0,0,0,3,0.0
ZIP Code,99105,99105,<=60% of SMI,School Age,0,0,0,9,0.0
ZIP Code,99105,99105,>60% and <=75% of SMI,School Age,0,0,0,2,0.0
ZIP Code,99105,99105,>75% and <=85% of SMI,School Age,0,0,0,0,
ZIP Code,99105,99105,>85% of SMI,School Age,0,0,0,0,
ZIP Code,99105,99105,<=60% of SMI,Toddler,0,0,0,4,0.0
ZIP Code,99105,99105,>60% and <=75% of SMI,Toddler,0,0,0,0,
ZIP Code,99105,99105,>75% and <=85% of SMI,Toddler,0,0,0,0,
ZIP Code,99105,99105,>85% of SMI,Toddler,0,0,0,0,
ZIP Code,99109,99109,<=60% of SMI,Infant,0,0,0,19,0.0
ZIP Code,99109,99109,>60% and <=75% of SMI,Infant,0,0,0,3,0.0
ZIP Code,99109,99109,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99109,99109,>85% of SMI,Infant,0,1,1,7,12.5
ZIP Code,99109,99109,<=60% of SMI,Preschool,21,5,26,31,45.6
ZIP Code,99109,99109,>60% and <=75% of SMI,Preschool,,1,,5,
ZIP Code,99109,99109,>75% and <=85% of SMI,Preschool,0,0,0,0,
ZIP Code,99109,99109,>85% of SMI,Preschool,,3,,16,
ZIP Code,99109,99109,<=60% of SMI,School Age,15,0,15,264,5.4
ZIP Code,99109,99109,>60% and <=75% of SMI,School Age,0,0,0,43,0.0
ZIP Code,99109,99109,>75% and <=85% of SMI,School Age,0,0,0,14,0.0
ZIP Code,99109,99109,>85% of SMI,School Age,0,0,0,63,0.0
ZIP Code,99109,99109,<=60% of SMI,Toddler,6,3,9,35,20.5
ZIP Code,99109,99109,>60% and <=75% of SMI,Toddler,0,0,0,3,0.0
ZIP Code,99109,99109,>75% and <=85% of SMI,Toddler,0,0,0,3,0.0
ZIP Code,99109,99109,>85% of SMI,Toddler,0,4,4,14,22.2
ZIP Code,99110,99110,<=60% of SMI,Infant,0,0,0,10,0.0
ZIP Code,99110,99110,>60% and <=75% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99110,99110,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99110,99110,>85% of SMI,Infant,0,0,0,2,0.0
ZIP Code,99110,99110,<=60% of SMI,Preschool,15,0,15,13,53.6
ZIP Code,99110,99110,>60% and <=75% of SMI,Preschool,,0,,4,
ZIP Code,99110,99110,>75% and <=85% of SMI,Preschool,0,0,0,0,
ZIP Code,99110,99110,>85% of SMI,Preschool,0,0,0,2,0.0
ZIP Code,99110,99110,<=60% of SMI,School Age,,0,,30,
ZIP Code,99110,99110,>60% and <=75% of SMI,School Age,0,0,0,8,0.0
ZIP Code,99110,99110,>75% and <=85% of SMI,School Age,0,0,0,7,0.0
ZIP Code,99110,99110,>85% of SMI,School Age,0,0,0,10,0.0
ZIP Code,99110,99110,<=60% of SMI,Toddler,,1,,12,
ZIP Code,99110,99110,>60% and <=75% of SMI,Toddler,0,0,0,1,0.0
ZIP Code,99110,99110,>75% and <=85% of SMI,Toddler,0,0,0,0,
ZIP Code,99110,99110,>85% of SMI,Toddler,0,0,0,5,0.0
ZIP Code,99111,99111,<=60% of SMI,Infant,0,0,0,16,0.0
ZIP Code,99111,99111,>60% and <=75% of SMI,Infant,0,0,0,3,0.0
ZIP Code,99111,99111,>75% and <=85% of SMI,Infant,0,0,0,3,0.0
ZIP Code,99111,99111,>85% of SMI,Infant,0,0,0,5,0.0
ZIP Code,99111,99111,<=60% of SMI,Preschool,22,0,22,27,44.9
ZIP Code,99111,99111,>60% and <=75% of SMI,Preschool,0,0,0,9,0.0
ZIP Code,99111,99111,>75% and <=85% of SMI,Preschool,0,0,0,5,0.0
ZIP Code,99111,99111,>85% of SMI,Preschool,,0,,20,
ZIP Code,99111,99111,<=60% of SMI,School Age,6,5,11,175,5.9
ZIP Code,99111,99111,>60% and <=75% of SMI,School Age,0,1,1,35,2.8
ZIP Code,99111,99111,>75% and <=85% of SMI,School Age,0,0,0,4,0.0
ZIP Code,99111,99111,>85% of SMI,School Age,0,7,7,104,6.3
ZIP Code,99111,99111,<=60% of SMI,Toddler,,0,,32,
ZIP Code,99111,99111,>60% and <=75% of SMI,Toddler,0,0,0,5,0.0
ZIP Code,99111,99111,>75% and <=85% of SMI,Toddler,0,0,0,7,0.0
ZIP Code,99111,99111,>85% of SMI,Toddler,0,0,0,13,0.0
ZIP Code,99113,99113,<=60% of SMI,Infant,,0,,2,
ZIP Code,99113,99113,>60% and <=75% of SMI,Infant,0,0,0,4,0.0
ZIP Code,99113,99113,>75% and <=85% of SMI,Infant,0,0,0,3,0.0
ZIP Code,99113,99113,>85% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99113,99113,<=60% of SMI,Preschool,,0,,11,
ZIP Code,99113,99113,>60% and <=75% of SMI,Preschool,0,0,0,6,0.0
ZIP Code,99113,99113,>75% and <=85% of SMI,Preschool,0,0,0,5,0.0
ZIP Code,99113,99113,>85% of SMI,Preschool,0,0,0,5,0.0
ZIP Code,99113,99113,<=60% of SMI,School Age,0,0,0,31,0.0
ZIP Code,99113,99113,>60% and <=75% of SMI,School Age,0,0,0,13,0.0
ZIP Code,99113,99113,>75% and <=85% of SMI,School Age,0,0,0,3,0.0
ZIP Code,99113,99113,>85% of SMI,School Age,0,0,0,15,0.0
ZIP Code,99113,99113,<=60% of SMI,Toddler,0,0,0,3,0.0
ZIP Code,99113,99113,>60% and <=75% of SMI,Toddler,0,0,0,3,0.0
ZIP Code,99113,99113,>75% and <=85% of SMI,Toddler,0,0,0,3,0.0
ZIP Code,99113,99113,>85% of SMI,Toddler,0,0,0,5,0.0
ZIP Code,99114,99114,<=60% of SMI,Infant,,1,,122,
ZIP Code,99114,99114,>60% and <=75% of SMI,Infant,0,0,0,15,0.0
ZIP Code,99114,99114,>75% and <=85% of SMI,Infant,0,0,0,5,0.0
ZIP Code,99114,99114,>85% of SMI,Infant,0,2,2,38,5.0
ZIP Code,99114,99114,<=60% of SMI,Preschool,54,4,58,253,18.6
ZIP Code,99114,99114,>60% and <=75% of SMI,Preschool,0,0,0,42,0.0
ZIP Code,99114,99114,>75% and <=85% of SMI,Preschool,0,0,0,21,0.0
ZIP Code,99114,99114,>85% of SMI,Preschool,0,5,5,93,5.1
ZIP Code,99114,99114,<=60% of SMI,School Age,9,10,19,706,2.6
ZIP Code,99114,99114,>60% and <=75% of SMI,School Age,0,0,0,149,0.0
ZIP Code,99114,99114,>75% and <=85% of SMI,School Age,0,0,0,76,0.0
ZIP Code,99114,99114,>85% of SMI,School Age,0,1,1,211,0.5
ZIP Code,99114,99114,<=60% of SMI,Toddler,,0,,224,
ZIP Code,99114,99114,>60% and <=75% of SMI,Toddler,0,1,1,38,2.6
ZIP Code,99114,99114,>75% and <=85% of SMI,Toddler,0,0,0,12,0.0
ZIP Code,99114,99114,>85% of SMI,Toddler,0,5,5,77,6.1
ZIP Code,99115,99115,<=60% of SMI,Infant,0,0,0,9,0.0
ZIP Code,99115,99115,>60% and <=75% of SMI,Infant,0,0,0,0,
ZIP Code,99115,99115,>75% and <=85% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99115,99115,>85% of SMI,Infant,0,0,0,2,0.0
ZIP Code,99115,99115,<=60% of SMI,Preschool,0,0,0,7,0.0
ZIP Code,99115,99115,>60% and <=75% of SMI,Preschool,0,0,0,6,0.0
ZIP Code,99115,99115,>75% and <=85% of SMI,Preschool,0,0,0,0,
ZIP Code,99115,99115,>85% of SMI,Preschool,0,0,0,3,0.0
ZIP Code,99115,99115,<=60% of SMI,School Age,0,0,0,54,0.0
ZIP Code,99115,99115,>60% and <=75% of SMI,School Age,0,0,0,21,0.0
ZIP Code,99115,99115,>75% and <=85% of SMI,School Age,0,0,0,7,0.0
ZIP Code,99115,99115,>85% of SMI,School Age,0,0,0,13,0.0
ZIP Code,99115,99115,<=60% of SMI,Toddler,,0,,10,
ZIP Code,99115,99115,>60% and <=75% of SMI,Toddler,0,0,0,2,0.0
ZIP Code,99115,99115,>75% and <=85% of SMI,Toddler,0,0,0,1,0.0
ZIP Code,99115,99115,>85% of SMI,Toddler,0,0,0,5,0.0
ZIP Code,99116,99116,<=60% of SMI,Infant,,1,,11,
ZIP Code,99116,99116,>60% and <=75% of SMI,Infant,0,0,0,2,0.0
ZIP Code,99116,99116,>75% and <=85% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99116,99116,>85% of SMI,Infant,0,0,0,3,0.0
ZIP Code,99116,99116,<=60% of SMI,Preschool,16,1,17,14,54.8
ZIP Code,99116,99116,>60% and <=75% of SMI,Preschool,0,1,1,7,12.5
ZIP Code,99116,99116,>75% and <=85% of SMI,Preschool,0,0,0,1,0.0
ZIP Code,99116,99116,>85% of SMI,Preschool,0,0,0,11,0.0
ZIP Code,99116,99116,<=60% of SMI,School Age,7,5,12,80,13.0
ZIP Code,99116,99116,>60% and <=75% of SMI,School Age,0,0,0,9,0.0
ZIP Code,99116,99116,>75% and <=85% of SMI,School Age,0,0,0,7,0.0
ZIP Code,99116,99116,>85% of SMI,School Age,0,0,0,36,0.0
ZIP Code,99116,99116,<=60% of SMI,Toddler,,2,,21,
ZIP Code,99116,99116,>60% and <=75% of SMI,Toddler,0,0,0,3,0.0
ZIP Code,99116,99116,>75% and <=85% of SMI,Toddler,0,1,1,5,16.7
ZIP Code,99116,99116,>85% of SMI,Toddler,0,0,0,7,0.0
ZIP Code,99117,99117,<=60% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99117,99117,>60% and <=75% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99117,99117,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99117,99117,>85% of SMI,Infant,0,0,0,0,
ZIP Code,99117,99117,<=60% of SMI,Preschool,,0,,7,
ZIP Code,99117,99117,>60% and <=75% of SMI,Preschool,0,0,0,5,0.0
ZIP Code,99117,99117,>75% and <=85% of SMI,Preschool,0,0,0,1,0.0
ZIP Code,99117,99117,>85% of SMI,Preschool,0,0,0,0,
ZIP Code,99117,99117,<=60% of SMI,School Age,0,0,0,15,0.0
ZIP Code,99117,99117,>60% and <=75% of SMI,School Age,0,0,0,5,0.0
ZIP Code,99117,99117,>75% and <=85% of SMI,School Age,0,0,0,3,0.0
ZIP Code,99117,99117,>85% of SMI,School Age,0,0,0,13,0.0
ZIP Code,99117,99117,<=60% of SMI,Toddler,0,1,1,5,16.7
ZIP Code,99117,99117,>60% and <=75% of SMI,Toddler,0,0,0,0,
ZIP Code,99117,99117,>75% and <=85% of SMI,Toddler,0,0,0,1,0.0
ZIP Code,99117,99117,>85% of SMI,Toddler,0,0,0,0,
ZIP Code,99118,99118,<=60% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99118,99118,>60% and <=75% of SMI,Infant,0,0,0,1,0.0
ZIP Code,99118,99118,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99118,99118,>85% of SMI,Infant,0,0,0,3,0.0
ZIP Code,99118,99118,<=60% of SMI,Preschool,,0,,6,
ZIP Code,99118,99118,>60% and <=75% of SMI,Preschool,0,0,0,0,
ZIP Code,99118,99118,>75% and <=85% of SMI,Preschool,0,0,0,0,
ZIP Code,99118,99118,>85% of SMI,Preschool,0,0,0,9,0.0
ZIP Code,99118,99118,<=60% of SMI,School Age,,0,,33,
ZIP Code,99118,99118,>60% and <=75% of SMI,School Age,0,0,0,4,0.0
ZIP Code,99118,99118,>75% and <=85% of SMI,School Age,0,0,0,0,
ZIP Code,99118,99118,>85% of SMI,School Age,0,0,0,55,0.0
ZIP Code,99118,99118,<=60% of SMI,Toddler,0,0,0,6,0.0
ZIP Code,99118,99118,>60% and <=75% of SMI,Toddler,0,0,0,1,0.0
ZIP Code,99118,99118,>75% and <=85% of SMI,Toddler,0,0,0,0,
ZIP Code,99118,99118,>85% of SMI,Toddler,0,0,0,8,0.0
ZIP Code,99119,99119,<=60% of SMI,Infant,0,1,1,7,12.5
ZIP Code,99119,99119,>60% and <=75% of SMI,Infant,0,0,0,0,
ZIP Code,99119,99119,>75% and <=85% of SMI,Infant,0,1,1,0,100.0
ZIP Code,99119,99119,>85% of SMI,Infant,0,1,1,3,25.0
ZIP Code,99119,99119,<=60% of SMI,Preschool,,4,,15,
ZIP Code,99119,99119,>60% and <=75% of SMI,Preschool,0,0,0,3,0.0
ZIP Code,99119,99119,>75% and <=85% of SMI,Preschool,0,0,0,0,
ZIP Code,99119,99119,>85% of SMI,Preschool,0,4,4,9,30.8
ZIP Code,99119,99119,<=60% of SMI,School Age,0,13,13,52,20.0
ZIP Code,99119,99119,>60% and <=75% of SMI,School Age,0,0,0,0,
ZIP Code,99119,99119,>75% and <=85% of SMI,School Age,0,0,0,0,
ZIP Code,99119,99119,>85% of SMI,School Age,0,24,24,26,48.0
ZIP Code,99119,99119,<=60% of SMI,Toddler,,1,,10,
ZIP Code,99119,99119,>60% and <=75% of SMI,Toddler,0,2,2,2,50.0
ZIP Code,99119,99119,>75% and <=85% of SMI,Toddler,0,0,0,0,
ZIP Code,99119,99119,>85% of SMI,Toddler,0,3,3,7,30.0
ZIP Code,99121,99121,<=60% of SMI,Infant,0,0,0,0,
ZIP Code,99121,99121,>60% and <=75% of SMI,Infant,0,0,0,0,
ZIP Code,99121,99121,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99121,99121,>85% of SMI,Infant,0,0,0,2,0.0
ZIP Code,99121,99121,<=60% of SMI,Preschool,,0,,0,
ZIP Code,99121,99121,>60% and <=75% of SMI,Preschool,0,0,0,0,
ZIP Code,99121,99121,>75% and <=85% of SMI,Preschool,0,0,0,0,
ZIP Code,99121,99121,>85% of SMI,Preschool,0,0,0,2,0.0
ZIP Code,99121,99121,<=60% of SMI,School Age,0,0,0,4,0.0
ZIP Code,99121,99121,>60% and <=75% of SMI,School Age,0,0,0,0,
ZIP Code,99121,99121,>75% and <=85% of SMI,School Age,0,0,0,0,
ZIP Code,99121,99121,>85% of SMI,School Age,0,0,0,10,0.0
ZIP Code,99121,99121,<=60% of SMI,Toddler,0,0,0,1,0.0
ZIP Code,99121,99121,>60% and <=75% of SMI,Toddler,0,0,0,0,
ZIP Code,99121,99121,>75% and <=85% of SMI,Toddler,0,0,0,0,
ZIP Code,99121,99121,>85% of SMI,Toddler,0,0,0,1,0.0
ZIP Code,99122,99122,<=60% of SMI,Infant,0,2,2,26,7.1
ZIP Code,99122,99122,>60% and <=75% of SMI,Infant,0,0,0,8,0.0
ZIP Code,99122,99122,>75% and <=85% of SMI,Infant,0,0,0,3,0.0
ZIP Code,99122,99122,>85% of SMI,Infant,0,0,0,5,0.0
ZIP Code,99122,99122,<=60% of SMI,Preschool,34,1,35,62,36.1
ZIP Code,99122,99122,>60% and <=75% of SMI,Preschool,0,0,0,20,0.0
ZIP Code,99122,99122,>75% and <=85% of SMI,Preschool,0,1,1,9,10.0
ZIP Code,99122,99122,>85% of SMI,Preschool,0,0,0,18,0.0
ZIP Code,99122,99122,<=60% of SMI,School Age,,4,,214,
ZIP Code,99122,99122,>60% and <=75% of SMI,School Age,0,1,1,59,1.7
ZIP Code,99122,99122,>75% and <=85% of SMI,School Age,0,1,1,27,3.6
ZIP Code,99122,99122,>85% of SMI,School Age,0,3,3,104,2.8
ZIP Code,99122,99122,<=60% of SMI,Toddler,0,0,0,76,0.0
ZIP Code,99122,99122,>60% and <=75% of SMI,Toddler,0,0,0,15,0.0
ZIP Code,99122,99122,>75% and <=85% of SMI,Toddler,0,1,1,5,16.7
ZIP Code,99122,99122,>85% of SMI,Toddler,0,0,0,17,0.0
ZIP Code,99123,99123,<=60% of SMI,Infant,0,0,0,10,0.0
ZIP Code,99123,99123,>60% and <=75% of SMI,Infant,0,0,0,2,0.0
ZIP Code,99123,99123,>75% and <=85% of SMI,Infant,0,0,0,0,
ZIP Code,99123,99123,>85% of SMI,Infant,0,0,0,0,
